transaction_id,customer_id,transaction_date,product_id,product_category,amount,channel,status,is_first_product
T00002653,sdv-id-hbqVpb,2023-09-29,P001,Banking,941.02,Online,Completed,False
T00002654,sdv-id-hbqVpb,2024-01-16,P007,Insurance,519.38,Online,Completed,False
T00002655,sdv-id-hbqVpb,2024-02-22,P007,Investment,1145.77,Branch,Completed,False
T00002656,sdv-id-hbqVpb,2024-09-29,P001,Credit,1516.13,Branch,Completed,True
T00002657,sdv-id-qFTNrk,2023-05-12,P013,Banking,0.01,Online,Completed,False
T00002658,sdv-id-qFTNrk,2023-04-05,P010,Banking,1190.31,Online,Completed,True
T00002659,sdv-id-zXJiDO,2023-05-27,P009,Insurance,1328.88,Mobile App,Cancelled,True
T00002660,sdv-id-zXJiDO,2023-03-19,P007,Investment,503.25,Online,Completed,True
T00002661,sdv-id-zXJiDO,2023-01-07,P003,Banking,925.88,Online,Completed,True
T00002662,sdv-id-zXJiDO,2023-04-01,P010,Insurance,1908.18,Online,Cancelled,True
T00002663,sdv-id-zXJiDO,2023-01-24,P007,Investment,1421.76,Online,Cancelled,False
T00002664,sdv-id-zXJiDO,2022-11-27,P007,Investment,888.39,Branch,Completed,False
T00002665,sdv-id-zXJiDO,2023-02-24,P007,Investment,271.15,Mobile App,Cancelled,True
T00002666,sdv-id-zXJiDO,2022-09-22,P001,Investment,1161.31,Mobile App,Completed,False
T00002667,sdv-id-JJNbbK,2025-11-24,P007,Banking,3298.5,Branch,Cancelled,True
T00002668,sdv-id-JJNbbK,2025-09-09,P011,Insurance,969.62,Phone,Completed,True
T00002669,sdv-id-JJNbbK,2025-10-20,P007,Insurance,1349.64,Online,Completed,True
T00002670,sdv-id-JJNbbK,2025-12-01,P013,Insurance,1528.72,Mobile App,Cancelled,True
T00002671,sdv-id-JJNbbK,2025-06-17,P007,Investment,1675.75,Phone,Cancelled,False
T00002672,sdv-id-PZwhLg,2025-02-15,P008,Insurance,8.4,Mobile App,Completed,True
T00002673,sdv-id-PZwhLg,2025-12-19,P001,Insurance,1491.92,Online,Completed,True
T00002674,sdv-id-PZwhLg,2026-01-19,P014,Insurance,1429.46,Mobile App,Cancelled,False
T00002675,sdv-id-PZwhLg,2026-07-12,P007,Banking,1141.1,Branch,Cancelled,False
T00002676,sdv-id-PZwhLg,2026-12-28,P007,Investment,1263.04,Branch,Cancelled,False
T00002677,sdv-id-PZwhLg,2026-10-28,P001,Banking,1084.68,Online,Pending,False
T00002678,sdv-id-PZwhLg,2026-09-28,P001,Investment,1091.54,Branch,Cancelled,False
T00002679,sdv-id-PZwhLg,2027-03-13,P003,Insurance,867.88,Online,Completed,False
T00002680,sdv-id-PZwhLg,2028-01-14,P001,Investment,1037.4,Online,Cancelled,False
T00002681,sdv-id-PZwhLg,2027-12-30,P007,Credit,1051.53,Online,Completed,False
T00002682,sdv-id-PZwhLg,2027-11-09,P009,Banking,642.26,Online,Completed,True
T00002683,sdv-id-vnoOqk,2024-01-05,P012,Banking,2875.28,Branch,Completed,False
T00002684,sdv-id-vnoOqk,2024-08-20,P007,Banking,1828.86,Online,Completed,True
T00002685,sdv-id-vnoOqk,2024-08-18,P010,Banking,1794.37,Branch,Cancelled,False
T00002686,sdv-id-vnoOqk,2025-03-17,P007,Insurance,1027.43,Online,Cancelled,False
T00002687,sdv-id-eqBCRD,2023-01-20,P002,Banking,730.88,Online,Completed,True
T00002688,sdv-id-eqBCRD,2023-01-16,P008,Banking,1999.17,Online,Completed,True
T00002689,sdv-id-eqBCRD,2023-12-05,P001,Banking,2673.0,Phone,Completed,False
T00002690,sdv-id-eqBCRD,2024-05-25,P007,Investment,1337.73,Online,Cancelled,False
T00002691,sdv-id-UbPEDK,2022-07-01,P009,Insurance,4548.19,Online,Completed,True
T00002692,sdv-id-ZVBxCR,2023-05-02,P013,Banking,3274.34,Mobile App,Completed,False
T00002693,sdv-id-ZVBxCR,2024-09-12,P001,Investment,2624.69,Mobile App,Completed,True
T00002694,sdv-id-ZVBxCR,2024-02-28,P011,Banking,658.78,Mobile App,Completed,True
T00002695,sdv-id-LqqdWi,2025-03-23,P015,Credit,2229.21,Branch,Completed,True
T00002696,sdv-id-LqqdWi,2025-09-30,P008,Insurance,1123.32,Mobile App,Completed,False
T00002697,sdv-id-LqqdWi,2026-11-24,P007,Banking,614.43,Phone,Cancelled,True
T00002698,sdv-id-LqqdWi,2026-06-27,P010,Credit,1287.47,Branch,Completed,False
T00002699,sdv-id-LqqdWi,2026-10-02,P011,Investment,1388.96,Online,Cancelled,True
T00002700,sdv-id-LqqdWi,2026-10-01,P007,Investment,540.48,Branch,Cancelled,True
T00002701,sdv-id-LqqdWi,2027-03-16,P014,Banking,386.95,Phone,Cancelled,False
T00002702,sdv-id-LqqdWi,2027-02-26,P007,Investment,1294.19,Online,Cancelled,False
T00002703,sdv-id-LrkjoW,2022-06-04,P015,Investment,1497.91,Mobile App,Completed,False
T00002704,sdv-id-LrkjoW,2022-06-23,P013,Banking,1197.47,Online,Completed,True
T00002705,sdv-id-LrkjoW,2022-05-03,P008,Insurance,1874.96,Online,Completed,True
T00002706,sdv-id-RuvZNS,2022-04-08,P003,Investment,4036.15,Online,Completed,False
T00002707,sdv-id-RuvZNS,2023-12-18,P007,Insurance,3140.1,Mobile App,Completed,True
T00002708,sdv-id-RuvZNS,2023-03-01,P009,Banking,1876.86,Online,Completed,False
T00002709,sdv-id-RuvZNS,2022-12-01,P007,Investment,2438.63,Online,Completed,True
T00002710,sdv-id-RuvZNS,2022-08-12,P006,Banking,1158.34,Online,Pending,True
T00002711,sdv-id-RuvZNS,2022-11-27,P007,Investment,1519.93,Online,Completed,True
T00002712,sdv-id-RuvZNS,2022-10-25,P001,Investment,1271.15,Online,Completed,True
T00002713,sdv-id-skWGpD,2022-10-30,P008,Insurance,2307.85,Mobile App,Completed,False
T00002714,sdv-id-skWGpD,2022-09-24,P013,Insurance,784.47,Mobile App,Completed,False
T00002715,sdv-id-skWGpD,2022-08-25,P007,Banking,1328.88,Online,Completed,True
T00002716,sdv-id-DSHNHE,2022-03-26,P008,Insurance,0.01,Mobile App,Completed,True
T00002717,sdv-id-DSHNHE,2021-09-07,P001,Insurance,2189.13,Online,Completed,True
T00002718,sdv-id-DSHNHE,2022-04-24,P009,Insurance,545.8,Branch,Completed,False
T00002719,sdv-id-DSHNHE,2022-11-18,P010,Investment,1684.9,Branch,Completed,True
T00002720,sdv-id-DSHNHE,2023-07-30,P001,Insurance,1087.45,Branch,Completed,True
T00002721,sdv-id-DSHNHE,2023-08-08,P007,Investment,1054.38,Online,Pending,False
T00002722,sdv-id-AXFaMA,2025-10-14,P008,Investment,845.02,Mobile App,Completed,False
T00002723,sdv-id-AXFaMA,2024-07-24,P013,Insurance,1363.88,Online,Completed,False
T00002724,sdv-id-BNofMJ,2024-03-23,P001,Investment,787.61,Branch,Cancelled,True
T00002725,sdv-id-BNofMJ,2023-06-22,P015,Investment,1178.98,Branch,Completed,True
T00002726,sdv-id-BNofMJ,2022-11-04,P002,Credit,1005.28,Mobile App,Pending,False
T00002727,sdv-id-BNofMJ,2022-08-20,P001,Banking,919.1,Online,Completed,False
T00002728,sdv-id-RdRMKy,2025-01-23,P002,Banking,535.54,Online,Pending,False
T00002729,sdv-id-RdRMKy,2025-03-17,P001,Insurance,853.57,Mobile App,Completed,False
T00002730,sdv-id-RdRMKy,2025-05-25,P013,Investment,557.24,Mobile App,Completed,True
T00002731,sdv-id-RdRMKy,2026-03-19,P007,Banking,770.76,Branch,Pending,False
T00002732,sdv-id-RdRMKy,2026-09-10,P001,Banking,821.47,Online,Cancelled,True
T00002733,sdv-id-RdRMKy,2026-09-12,P007,Investment,1487.97,Branch,Cancelled,False
T00002734,sdv-id-wQNJFL,2022-03-17,P013,Investment,4122.51,Online,Cancelled,True
T00002735,sdv-id-wQNJFL,2024-02-26,P005,Insurance,0.01,Online,Completed,True
T00002736,sdv-id-mIgAew,2025-06-09,P007,Investment,1328.88,Online,Completed,False
T00002737,sdv-id-mIgAew,2024-12-23,P007,Investment,1268.48,Online,Pending,True
T00002738,sdv-id-mIgAew,2024-05-06,P007,Banking,933.48,Online,Completed,True
T00002739,sdv-id-mIgAew,2024-01-16,P014,Insurance,1322.62,Online,Cancelled,False
T00002740,sdv-id-ConjiA,2023-01-22,P013,Banking,155.23,Mobile App,Cancelled,True
T00002741,sdv-id-ConjiA,2023-04-02,P002,Banking,771.96,Online,Completed,True
T00002742,sdv-id-ConjiA,2022-09-28,P002,Banking,1507.59,Online,Completed,True
T00002743,sdv-id-qPnwlX,2022-11-23,P007,Banking,795.95,Branch,Completed,False
T00002744,sdv-id-qPnwlX,2022-10-12,P014,Investment,500.46,Online,Completed,False
T00002745,sdv-id-qPnwlX,2021-07-17,P001,Insurance,1343.06,Mobile App,Completed,True
T00002746,sdv-id-qPnwlX,2021-06-06,P009,Banking,988.51,Online,Completed,False
T00002747,sdv-id-qPnwlX,2021-03-31,P014,Banking,1368.1,Online,Cancelled,False
T00002748,sdv-id-qPnwlX,2021-02-22,P007,Banking,1147.72,Online,Cancelled,True
T00002749,sdv-id-NvswGT,2025-05-15,P003,Investment,1216.83,Phone,Cancelled,True
T00002750,sdv-id-NvswGT,2025-08-15,P013,Investment,1220.21,Online,Cancelled,True
T00002751,sdv-id-NvswGT,2026-12-01,P002,Banking,512.79,Branch,Completed,True
T00002752,sdv-id-NvswGT,2026-08-08,P007,Insurance,1397.62,Online,Completed,True
T00002753,sdv-id-NvswGT,2026-10-22,P002,Banking,1337.65,Online,Cancelled,False
T00002754,sdv-id-NvswGT,2027-04-27,P007,Insurance,1212.76,Mobile App,Cancelled,False
T00002755,sdv-id-ejapqa,2025-07-09,P007,Insurance,2015.81,Branch,Completed,True
T00002756,sdv-id-qrdngy,2023-09-03,P013,Credit,1328.88,Branch,Completed,False
T00002757,sdv-id-qrdngy,2024-02-06,P002,Banking,2022.93,Online,Completed,True
T00002758,sdv-id-HuZORX,2023-06-23,P008,Banking,3317.35,Online,Completed,False
T00002759,sdv-id-HuZORX,2023-08-30,P013,Investment,1570.33,Online,Completed,True
T00002760,sdv-id-HuZORX,2023-11-13,P008,Banking,1618.98,Online,Completed,True
T00002761,sdv-id-HuZORX,2023-05-25,P001,Insurance,1659.01,Online,Cancelled,False
T00002762,sdv-id-HuZORX,2023-10-09,P008,Investment,1584.69,Mobile App,Completed,False
T00002763,sdv-id-HuZORX,2024-02-09,P007,Investment,776.65,Online,Cancelled,True
T00002764,sdv-id-HuZORX,2023-11-17,P007,Investment,1210.41,Online,Cancelled,True
T00002765,sdv-id-HuZORX,2023-07-14,P002,Investment,1362.03,Mobile App,Completed,True
T00002766,sdv-id-HuZORX,2023-02-26,P007,Banking,736.21,Online,Cancelled,False
T00002767,sdv-id-HuZORX,2023-06-22,P007,Investment,1271.47,Online,Cancelled,True
T00002768,sdv-id-HuZORX,2023-10-17,P007,Investment,1122.43,Online,Completed,False
T00002769,sdv-id-IrDdam,2022-12-07,P009,Investment,2788.63,Mobile App,Completed,True
T00002770,sdv-id-IrDdam,2023-08-18,P013,Banking,1455.21,Online,Completed,True
T00002771,sdv-id-IrDdam,2023-02-09,P007,Banking,2871.23,Branch,Completed,False
T00002772,sdv-id-IrDdam,2022-12-11,P007,Investment,1314.27,Mobile App,Pending,False
T00002773,sdv-id-IrDdam,2022-09-24,P007,Investment,485.58,Branch,Completed,True
T00002774,sdv-id-IrDdam,2022-12-15,P002,Insurance,1127.84,Online,Completed,False
T00002775,sdv-id-IrDdam,2023-07-09,P007,Credit,1026.97,Online,Completed,False
T00002776,sdv-id-IrDdam,2023-08-19,P007,Investment,634.13,Online,Pending,True
T00002777,sdv-id-YwZSaE,2022-10-06,P015,Banking,2413.65,Phone,Completed,True
T00002778,sdv-id-YwZSaE,2022-01-31,P007,Insurance,777.65,Online,Completed,False
T00002779,sdv-id-YwZSaE,2021-11-15,P008,Banking,1024.58,Online,Completed,True
T00002780,sdv-id-YwZSaE,2022-09-29,P009,Insurance,1312.04,Online,Completed,True
T00002781,sdv-id-YwZSaE,2022-08-23,P002,Investment,1122.31,Online,Cancelled,True
T00002782,sdv-id-YwZSaE,2023-01-07,P011,Investment,685.82,Online,Completed,True
T00002783,sdv-id-rRKKbh,2024-12-18,P007,Banking,1688.51,Mobile App,Pending,True
T00002784,sdv-id-rRKKbh,2024-06-26,P011,Banking,1010.44,Online,Completed,True
T00002785,sdv-id-rRKKbh,2023-12-22,P002,Investment,839.36,Online,Pending,True
T00002786,sdv-id-rRKKbh,2023-08-07,P007,Investment,1413.22,Phone,Cancelled,False
T00002787,sdv-id-rRKKbh,2023-08-26,P007,Banking,489.85,Online,Cancelled,True
T00002788,sdv-id-efVhiq,2024-05-25,P008,Investment,1645.88,Mobile App,Pending,False
T00002789,sdv-id-efVhiq,2023-12-08,P010,Banking,1363.28,Online,Completed,True
T00002790,sdv-id-efVhiq,2024-01-03,P011,Insurance,904.92,Online,Completed,True
T00002791,sdv-id-efVhiq,2023-12-03,P008,Investment,1246.54,Online,Completed,True
T00002792,sdv-id-tPhHYm,2022-02-17,P002,Banking,358.48,Branch,Completed,True
T00002793,sdv-id-OPzJuO,2023-11-11,P002,Investment,1328.88,Branch,Completed,True
T00002794,sdv-id-OPzJuO,2023-04-29,P002,Investment,1140.66,Branch,Completed,True
T00002795,sdv-id-OPzJuO,2022-12-22,P007,Banking,2821.33,Branch,Completed,True
T00002796,sdv-id-OPzJuO,2023-06-28,P007,Investment,1447.47,Branch,Cancelled,True
T00002797,sdv-id-rJjRjH,2025-06-16,P010,Investment,1262.43,Mobile App,Completed,True
T00002798,sdv-id-rJjRjH,2025-05-28,P008,Banking,1003.52,Mobile App,Cancelled,True
T00002799,sdv-id-rJjRjH,2025-06-29,P008,Insurance,1126.8,Online,Cancelled,True
T00002800,sdv-id-rJjRjH,2025-11-07,P001,Banking,588.75,Online,Cancelled,True
T00002801,sdv-id-rJjRjH,2025-11-10,P009,Investment,958.52,Online,Pending,False
T00002802,sdv-id-rJjRjH,2025-06-26,P007,Investment,1369.56,Online,Cancelled,False
T00002803,sdv-id-rJjRjH,2025-07-07,P007,Investment,564.96,Branch,Cancelled,True
T00002804,sdv-id-LgALDy,2024-04-19,P002,Banking,0.01,Online,Cancelled,False
T00002805,sdv-id-LgALDy,2024-03-29,P010,Banking,903.26,Mobile App,Pending,False
T00002806,sdv-id-LgALDy,2024-07-25,P001,Banking,807.74,Mobile App,Completed,True
T00002807,sdv-id-LgALDy,2023-11-14,P007,Banking,917.67,Online,Completed,True
T00002808,sdv-id-LgALDy,2024-05-28,P001,Banking,1159.94,Online,Completed,True
T00002809,sdv-id-LgALDy,2023-11-15,P007,Investment,764.36,Mobile App,Completed,False
T00002810,sdv-id-LgALDy,2024-04-20,P001,Investment,906.12,Mobile App,Cancelled,False
T00002811,sdv-id-WteXsm,2024-09-09,P011,Investment,1051.77,Online,Completed,True
T00002812,sdv-id-WteXsm,2024-10-23,P001,Insurance,666.75,Mobile App,Completed,True
T00002813,sdv-id-WteXsm,2024-08-16,P007,Banking,853.96,Mobile App,Completed,False
T00002814,sdv-id-WteXsm,2024-11-09,P014,Investment,619.1,Online,Cancelled,False
T00002815,sdv-id-WteXsm,2025-06-30,P010,Insurance,1953.82,Phone,Cancelled,False
T00002816,sdv-id-OxkHFt,2024-09-29,P013,Insurance,1231.95,Online,Completed,False
T00002817,sdv-id-OxkHFt,2024-02-06,P015,Banking,694.95,Online,Completed,True
T00002818,sdv-id-OxkHFt,2024-01-01,P007,Banking,1247.08,Mobile App,Cancelled,False
T00002819,sdv-id-OxkHFt,2023-11-07,P007,Banking,1048.51,Phone,Completed,False
T00002820,sdv-id-OxkHFt,2023-11-21,P007,Investment,955.9,Phone,Completed,True
T00002821,sdv-id-OxkHFt,2024-06-13,P007,Banking,994.9,Mobile App,Cancelled,False
T00002822,sdv-id-OxkHFt,2024-11-24,P007,Investment,691.64,Online,Cancelled,False
T00002823,sdv-id-OxkHFt,2025-02-24,P007,Investment,903.65,Phone,Completed,True
T00002824,sdv-id-OxkHFt,2025-04-22,P001,Investment,1266.39,Online,Cancelled,False
T00002825,sdv-id-OxkHFt,2025-09-24,P007,Banking,1516.33,Online,Completed,False
T00002826,sdv-id-uDXKNt,2023-02-17,P002,Investment,1328.88,Online,Completed,True
T00002827,sdv-id-CQbseF,2025-07-27,P003,Investment,841.83,Online,Pending,False
T00002828,sdv-id-CQbseF,2025-06-16,P014,Banking,1278.95,Phone,Completed,False
T00002829,sdv-id-CQbseF,2025-03-03,P008,Banking,1669.75,Branch,Completed,False
T00002830,sdv-id-CQbseF,2024-11-04,P007,Insurance,818.64,Mobile App,Completed,False
T00002831,sdv-id-CQbseF,2024-10-03,P007,Investment,1369.73,Branch,Cancelled,True
T00002832,sdv-id-okyKss,2022-08-27,P015,Banking,2068.62,Online,Pending,False
T00002833,sdv-id-okyKss,2022-04-04,P013,Insurance,1678.1,Online,Completed,True
T00002834,sdv-id-TESckR,2024-10-11,P015,Credit,0.01,Branch,Pending,True
T00002835,sdv-id-TESckR,2025-03-11,P001,Investment,1414.61,Online,Cancelled,True
T00002836,sdv-id-RwwQIL,2023-10-25,P002,Credit,4905.15,Mobile App,Completed,True
T00002837,sdv-id-RwwQIL,2023-12-02,P001,Banking,2278.84,Online,Cancelled,True
T00002838,sdv-id-RwwQIL,2023-10-26,P011,Banking,1448.9,Branch,Completed,False
T00002839,sdv-id-RwwQIL,2025-03-10,P007,Insurance,2647.6,Online,Completed,False
T00002840,sdv-id-RwwQIL,2025-06-24,P007,Investment,1300.88,Online,Completed,False
T00002841,sdv-id-RwwQIL,2026-02-22,P007,Investment,750.81,Mobile App,Cancelled,False
T00002842,sdv-id-RwwQIL,2026-03-08,P007,Investment,1344.19,Online,Cancelled,True
T00002843,sdv-id-AZWVHq,2025-01-22,P002,Banking,2461.9,Phone,Completed,True
T00002844,sdv-id-AZWVHq,2024-09-30,P007,Insurance,1959.04,Mobile App,Completed,False
T00002845,sdv-id-AZWVHq,2024-04-13,P009,Investment,1300.44,Online,Completed,True
T00002846,sdv-id-YCtURf,2024-10-10,P003,Insurance,0.01,Mobile App,Cancelled,True
T00002847,sdv-id-YCtURf,2025-03-23,P011,Banking,1995.25,Phone,Completed,False
T00002848,sdv-id-YCtURf,2024-09-29,P012,Investment,991.06,Mobile App,Completed,True
T00002849,sdv-id-YCtURf,2024-08-14,P002,Banking,1378.84,Branch,Cancelled,True
T00002850,sdv-id-YCtURf,2025-04-17,P013,Credit,669.76,Online,Completed,True
T00002851,sdv-id-YCtURf,2025-04-15,P008,Investment,1199.83,Branch,Completed,True
T00002852,sdv-id-LIisTY,2025-08-13,P015,Banking,1037.91,Online,Pending,True
T00002853,sdv-id-jLtNci,2024-02-18,P006,Insurance,1523.35,Online,Pending,True
T00002854,sdv-id-jLtNci,2024-03-17,P007,Banking,966.07,Mobile App,Completed,True
T00002855,sdv-id-jLtNci,2024-09-02,P007,Banking,1420.95,Online,Completed,False
T00002856,sdv-id-jLtNci,2025-07-10,P008,Investment,1359.49,Online,Cancelled,False
T00002857,sdv-id-vfWqLL,2023-11-20,P008,Credit,1207.17,Online,Completed,True
T00002858,sdv-id-vfWqLL,2024-05-12,P014,Banking,1502.79,Online,Completed,True
T00002859,sdv-id-vfWqLL,2024-08-01,P003,Insurance,1046.99,Phone,Completed,False
T00002860,sdv-id-vfWqLL,2024-01-23,P003,Banking,1393.67,Online,Cancelled,False
T00002861,sdv-id-AHsrHE,2023-10-23,P006,Credit,8089.54,Mobile App,Completed,True
T00002862,sdv-id-AHsrHE,2024-02-07,P009,Investment,4565.59,Branch,Pending,True
T00002863,sdv-id-jmUAZP,2023-05-15,P014,Banking,0.01,Phone,Completed,False
T00002864,sdv-id-jmUAZP,2023-10-10,P008,Investment,968.69,Mobile App,Completed,True
T00002865,sdv-id-jmUAZP,2023-05-14,P011,Insurance,2141.77,Branch,Completed,True
T00002866,sdv-id-jmUAZP,2022-06-22,P002,Banking,412.39,Mobile App,Pending,True
T00002867,sdv-id-jmUAZP,2022-10-13,P010,Investment,734.79,Mobile App,Cancelled,False
T00002868,sdv-id-jmUAZP,2022-05-23,P002,Banking,393.6,Branch,Completed,False
T00002869,sdv-id-yoZxOp,2024-06-10,P013,Insurance,1328.88,Online,Completed,True
T00002870,sdv-id-yoZxOp,2024-05-04,P008,Banking,1328.88,Online,Completed,True
T00002871,sdv-id-yoZxOp,2024-07-26,P008,Investment,795.7,Mobile App,Completed,False
T00002872,sdv-id-yoZxOp,2024-09-04,P008,Banking,928.18,Branch,Completed,True
T00002873,sdv-id-yoZxOp,2025-02-22,P007,Banking,1235.12,Mobile App,Completed,True
T00002874,sdv-id-yoZxOp,2024-10-05,P007,Banking,1154.43,Online,Cancelled,False
T00002875,sdv-id-yoZxOp,2025-02-06,P009,Insurance,1467.03,Online,Completed,True
T00002876,sdv-id-ptJjde,2025-05-08,P004,Insurance,2233.7,Branch,Pending,True
T00002877,sdv-id-swcdYJ,2024-09-18,P014,Insurance,1033.37,Mobile App,Completed,True
T00002878,sdv-id-swcdYJ,2024-09-11,P014,Insurance,1984.74,Online,Completed,True
T00002879,sdv-id-swcdYJ,2024-12-20,P010,Investment,1088.7,Online,Pending,True
T00002880,sdv-id-swcdYJ,2024-03-13,P014,Investment,911.08,Mobile App,Completed,False
T00002881,sdv-id-ZcPDnH,2023-03-23,P001,Investment,284.79,Branch,Cancelled,False
T00002882,sdv-id-ZcPDnH,2023-02-15,P007,Banking,1668.9,Online,Completed,True
T00002883,sdv-id-ZcPDnH,2023-01-03,P002,Banking,1601.28,Mobile App,Completed,False
T00002884,sdv-id-ZcPDnH,2022-11-27,P001,Investment,1202.82,Online,Cancelled,False
T00002885,sdv-id-WcMyRP,2025-06-04,P013,Credit,2107.34,Online,Completed,True
T00002886,sdv-id-WcMyRP,2026-02-16,P009,Insurance,1290.07,Phone,Cancelled,True
T00002887,sdv-id-WcMyRP,2026-04-02,P007,Investment,2064.62,Online,Completed,True
T00002888,sdv-id-WcMyRP,2026-01-10,P013,Banking,1146.07,Online,Completed,False
T00002889,sdv-id-WcMyRP,2026-04-03,P005,Banking,887.1,Online,Completed,False
T00002890,sdv-id-WcMyRP,2026-07-23,P007,Credit,1592.8,Online,Cancelled,True
T00002891,sdv-id-qxxjAV,2023-09-08,P013,Banking,1016.74,Branch,Pending,True
T00002892,sdv-id-qxxjAV,2023-06-27,P014,Banking,877.83,Online,Completed,True
T00002893,sdv-id-qxxjAV,2023-12-10,P009,Credit,1514.54,Mobile App,Completed,False
T00002894,sdv-id-qxxjAV,2023-03-30,P001,Banking,1132.17,Online,Completed,True
T00002895,sdv-id-qxxjAV,2022-08-31,P014,Banking,1014.66,Online,Cancelled,False
T00002896,sdv-id-qxxjAV,2022-04-14,P007,Banking,927.44,Online,Cancelled,False
T00002897,sdv-id-GPZOPh,2023-02-04,P009,Investment,4100.03,Branch,Pending,True
T00002898,sdv-id-GPZOPh,2022-04-27,P014,Banking,1328.88,Mobile App,Completed,True
T00002899,sdv-id-GPZOPh,2022-03-22,P014,Investment,2091.38,Online,Completed,False
T00002900,sdv-id-GPZOPh,2022-12-20,P011,Insurance,6685.1,Online,Completed,True
T00002901,sdv-id-GPZOPh,2022-09-28,P014,Credit,5724.45,Online,Completed,True
T00002902,sdv-id-GPZOPh,2022-03-05,P007,Credit,0.01,Online,Completed,True
T00002903,sdv-id-GPZOPh,2020-12-26,P007,Credit,1034.12,Mobile App,Completed,False
T00002904,sdv-id-ZTonKh,2023-08-14,P001,Banking,300.53,Mobile App,Completed,True
T00002905,sdv-id-skWGpD,2024-06-13,P013,Banking,1784.91,Mobile App,Pending,False
T00002906,sdv-id-skWGpD,2023-10-17,P007,Insurance,996.52,Mobile App,Completed,True
T00002907,sdv-id-skWGpD,2023-05-13,P014,Investment,1380.43,Online,Cancelled,True
T00002908,sdv-id-skWGpD,2023-04-06,P007,Banking,1327.75,Online,Cancelled,True
T00002909,sdv-id-skWGpD,2023-08-21,P015,Banking,1021.8,Online,Completed,True
T00002910,sdv-id-skWGpD,2023-11-27,P002,Banking,1107.69,Online,Cancelled,False
T00002911,sdv-id-XSvadP,2025-01-10,P015,Banking,2380.03,Mobile App,Completed,True
T00002912,sdv-id-XSvadP,2024-05-24,P007,Investment,1401.49,Mobile App,Completed,True
T00002913,sdv-id-XSvadP,2025-01-25,P012,Banking,689.9,Online,Completed,True
T00002914,sdv-id-XSvadP,2024-07-23,P002,Investment,1173.31,Branch,Cancelled,False
T00002915,sdv-id-XSvadP,2024-09-18,P010,Investment,0.01,Online,Completed,False
T00002916,sdv-id-XSvadP,2024-05-30,P007,Banking,1460.15,Online,Cancelled,False
T00002917,sdv-id-XSvadP,2025-06-12,P005,Investment,822.95,Online,Completed,False
T00002918,sdv-id-XSvadP,2025-10-06,P009,Investment,918.08,Online,Cancelled,False
T00002919,sdv-id-urfUqc,2023-11-14,P008,Banking,1328.88,Mobile App,Completed,True
T00002920,sdv-id-ejapqa,2023-01-22,P008,Banking,1715.71,Phone,Completed,True
T00002921,sdv-id-ejapqa,2022-06-17,P013,Banking,75.63,Phone,Pending,True
T00002922,sdv-id-ejapqa,2022-03-03,P013,Insurance,1872.16,Online,Cancelled,True
T00002923,sdv-id-ejapqa,2022-03-05,P007,Banking,1191.71,Online,Pending,True
T00002924,sdv-id-ejapqa,2022-02-03,P014,Banking,1235.18,Phone,Cancelled,True
T00002925,sdv-id-ejapqa,2021-07-14,P007,Investment,1125.19,Online,Completed,True
T00002926,sdv-id-ejapqa,2021-07-31,P015,Credit,594.37,Online,Cancelled,False
T00002927,sdv-id-xKiWZx,2024-07-06,P014,Investment,2106.84,Mobile App,Completed,False
T00002928,sdv-id-xKiWZx,2024-02-13,P003,Banking,2879.74,Mobile App,Completed,True
T00002929,sdv-id-xKiWZx,2024-12-18,P002,Banking,0.01,Mobile App,Cancelled,True
T00002930,sdv-id-xKiWZx,2024-06-24,P008,Banking,1735.61,Mobile App,Completed,True
T00002931,sdv-id-xKiWZx,2025-02-22,P007,Credit,919.63,Phone,Completed,False
T00002932,sdv-id-xKiWZx,2025-03-08,P007,Insurance,864.99,Online,Cancelled,False
T00002933,sdv-id-ZmFjQm,2025-09-17,P010,Insurance,1554.06,Branch,Cancelled,True
T00002934,sdv-id-ZmFjQm,2026-04-17,P007,Banking,2212.12,Mobile App,Pending,False
T00002935,sdv-id-ZmFjQm,2025-04-08,P007,Credit,1425.39,Online,Completed,True
T00002936,sdv-id-ZmFjQm,2025-03-23,P007,Insurance,1226.58,Online,Cancelled,False
T00002937,sdv-id-ZmFjQm,2025-10-31,P007,Investment,776.01,Branch,Completed,False
T00002938,sdv-id-PfGIYc,2022-03-24,P001,Banking,2424.56,Branch,Completed,True
T00002939,sdv-id-PfGIYc,2022-04-10,P014,Banking,1032.99,Online,Completed,False
T00002940,sdv-id-PfGIYc,2022-05-28,P010,Insurance,1150.4,Branch,Pending,False
T00002941,sdv-id-PfGIYc,2022-05-12,P007,Credit,1297.58,Online,Completed,False
T00002942,sdv-id-PfGIYc,2022-03-19,P002,Banking,899.13,Online,Completed,True
T00002943,sdv-id-PfGIYc,2021-12-08,P007,Insurance,1105.36,Branch,Completed,False
T00002944,sdv-id-PfGIYc,2022-01-20,P001,Investment,1078.7,Mobile App,Completed,False
T00002945,sdv-id-PfGIYc,2022-05-16,P008,Investment,1947.58,Online,Cancelled,True
T00002946,sdv-id-PfGIYc,2022-07-29,P001,Banking,1195.3,Mobile App,Completed,False
T00002947,sdv-id-PfGIYc,2023-02-05,P001,Insurance,811.93,Mobile App,Cancelled,False
T00002948,sdv-id-KCmncF,2022-06-15,P014,Banking,1419.22,Branch,Pending,True
